Label,area_0,area_1,area_2,area_3,area_4
Uninfected,97,50.5,2,263,9609.5
Uninfected,10167.5,0,0,0,0
Uninfected,11650.5,0,0,0,0
Uninfected,13369,0,0,0,0
Uninfected,12148.5,0,0,0,0
Uninfected,15463,0,0,0,0
Uninfected,13456.5,0,0,0,0
Uninfected,11698,0,0,0,0
Uninfected,11263,0,0,0,0
Uninfected,15971,0,0,0,0
Uninfected,10342,0,0,0,0
Uninfected,12084,0,0,0,0
Uninfected,28.5,5636.5,0,0,0
Uninfected,13600,0,0,0,0
Uninfected,15046,0,0,0,0
Uninfected,10679,0,0,0,0
Uninfected,11118,0,0,0,0
Uninfected,16552,0,0,0,0
Uninfected,11152.5,0,0,0,0
Uninfected,399,2,12.5,18523,0
Uninfected,14516.5,0,0,0,0
Uninfected,2,0,5,1,3684
Uninfected,10650.5,0,0,0,0
Uninfected,10874.5,0,0,0,0
Uninfected,11508.5,0,0,0,0
Uninfected,8541.5,0,0,0,0
Uninfected,19582.5,0,0,0,0
Uninfected,7633.5,0,0,0,0
Uninfected,13089,0,0,0,0
Uninfected,20129.5,0,0,0,0
Uninfected,12810,0,0,0,0
Uninfected,5126,0,0,0,0
Uninfected,11670,0,0,0,0
Uninfected,10023.5,0,0,0,0
Uninfected,207.5,92,16018,0,0
Uninfected,11582,0,0,0,0
Uninfected,12426,0,0,0,0
Uninfected,14748.5,0,0,0,0
Uninfected,12882.5,0,0,0,0
Uninfected,11212.5,0,0,0,0
Uninfected,10152.5,0,0,0,0
Uninfected,14065,0,0,0,0
Uninfected,8576.5,0,0,0,0
Uninfected,11263.5,0,0,0,0
Uninfected,10550,0,0,0,0
Uninfected,9418,0,0,0,0
Uninfected,11012.5,0,0,0,0
Uninfected,9728,0,0,0,0
Uninfected,12521.5,0,0,0,0
Uninfected,5.5,10238.5,0,0,0
Uninfected,304.5,15883.5,0,0,0
Uninfected,14298.5,0,0,0,0
Uninfected,11488,0,0,0,0
Uninfected,11145.5,0,0,0,0
Uninfected,16492.5,0,0,0,0
Uninfected,11474,0,0,0,0
Uninfected,6183,0,0,0,0
Uninfected,14246,0,0,0,0
Uninfected,12129.5,0,0,0,0
Uninfected,10457,0,0,0,0
Uninfected,10293,0,0,0,0
Uninfected,11359,0,0,0,0
Uninfected,20050,0,0,0,0
Uninfected,12,5605.5,0,0,0
Uninfected,17422.5,0,0,0,0
Uninfected,15031.5,0,0,0,0
Uninfected,11961.5,0,0,0,0
Uninfected,13217.5,0,0,0,0
Uninfected,10642.5,0,0,0,0
Uninfected,12275,0,0,0,0
Uninfected,12228,0,0,0,0
Uninfected,11425.5,0,0,0,0
Uninfected,12022,0,0,0,0
Uninfected,12404.5,0,0,0,0
Uninfected,9276.5,0,0,0,0
Uninfected,12865.5,0,0,0,0
Uninfected,11221,0,0,0,0
Uninfected,12405.5,0,0,0,0
Uninfected,10784.5,0,0,0,0
Uninfected,14623,0,0,0,0
Uninfected,9279,0,0,0,0
Uninfected,10430,0,0,0,0
Uninfected,16397,0,0,0,0
Uninfected,5284.5,0,0,0,0
Uninfected,13392.5,0,0,0,0
Uninfected,10830,0,0,0,0
Uninfected,6727.5,0,0,0,0
Uninfected,10685,0,0,0,0
Uninfected,10954.5,0,0,0,0
Uninfected,86,10108.5,0,0,0
Uninfected,15879,0,0,0,0
Uninfected,15075.5,0,0,0,0
Uninfected,11123,0,0,0,0
Uninfected,12211.5,0,0,0,0
Uninfected,11697,0,0,0,0
Uninfected,13358,0,0,0,0
Uninfected,11327,0,0,0,0
Uninfected,13681.5,0,0,0,0
Uninfected,15090.5,0,0,0,0
Uninfected,9005.5,0,0,0,0
Uninfected,11790.5,0,0,0,0
Uninfected,10906.5,0,0,0,0
Uninfected,14742.5,0,0,0,0
Uninfected,15267,0,0,0,0
Uninfected,11745.5,0,0,0,0
Uninfected,12318.5,0,0,0,0
Uninfected,9934.5,0,0,0,0
Uninfected,11150.5,0,0,0,0
Uninfected,0.5,0,1428,43,603.5
Uninfected,17,12943,0,0,0
Uninfected,9331,0,0,0,0
Uninfected,10698.5,0,0,0,0
Uninfected,12729,0,0,0,0
Uninfected,10763,0,0,0,0
Uninfected,16588.5,0,0,0,0
Uninfected,11652.5,0,0,0,0
Uninfected,11925,0,0,0,0
Uninfected,14153,0,0,0,0
Uninfected,13679,0,0,0,0
Uninfected,16179.5,0,0,0,0
Uninfected,12592.5,0,0,0,0
Uninfected,11947,0,0,0,0
Uninfected,13151.5,0,0,0,0
Uninfected,10506.5,13698,0,0,0
Uninfected,13846.5,0,0,0,0
Uninfected,25,10909.5,0,0,0
Uninfected,13424,0,0,0,0
Uninfected,10796,0,0,0,0
Uninfected,15380,0,0,0,0
Uninfected,7610,0,0,0,0
Uninfected,9738,0,0,0,0
Uninfected,11855,0,0,0,0
Uninfected,39,8836.5,0,0,0
Uninfected,7493,0,0,0,0
Uninfected,17502.5,0,0,0,0
Uninfected,15494,0,0,0,0
Uninfected,10280,0,0,0,0
Uninfected,8627,0,0,0,0
Uninfected,19554.5,0,0,0,0
Uninfected,14160,0,0,0,0
Uninfected,9217.5,0,0,0,0
Uninfected,13211,0,0,0,0
Uninfected,11246,0,0,0,0
Uninfected,2,10587.5,0,0,0
Uninfected,7938,0,0,0,0
Uninfected,10176.5,0,0,0,0
Uninfected,11507,0,0,0,0
Uninfected,13708.5,0,0,0,0
Uninfected,12163,0,0,0,0
Uninfected,12444.5,0,0,0,0
Uninfected,12434,0,0,0,0
Uninfected,9952.5,0,0,0,0
Uninfected,9385.5,0,0,0,0
Uninfected,14238.5,0,0,0,0
Uninfected,10378.5,0,0,0,0
Uninfected,15747.5,0,0,0,0
Uninfected,11164.5,0,0,0,0
Uninfected,11333.5,0,0,0,0
Uninfected,14271,0,0,0,0
Uninfected,14183.5,0,0,0,0
Uninfected,12,550,42,2,24.5
Uninfected,10743,0,0,0,0
Uninfected,394.5,10868.5,0,0,0
Uninfected,12000,0,0,0,0
